"ID","French","English","Italian","German","Russian","Spanish","LatAm","Czech","Hungarian","Polish","IdPlayerNameTypes","Part"
"3919"," Hache-de-Sang"," Bloodaxe"," Ascisangue"," Blutaxt"," Кровавый Топор"," Hachasangrienta"," Hachasangrienta","","","Krwawy Topór","60","2"
"3920"," Bouchebrûlée"," Burntmouth"," Boccabruciata"," Brandmund"," Горелая Пасть"," Bocaquemada"," Bocaquemada","","","Płonące Usta","60","2"
"3921"," âme-de-Feu"," Burntsoul"," Animabruciata"," Brandseele"," Опаленная Душа"," Almaquemada"," Almaquemada","","","Płonący Duch","60","2"
"3922"," Os-du-Chaos"," Chaosbones"," Ossacaos"," Chaosknochen"," Кости Хаоса"," Huesosdelcaos"," Huesosdelcaos","","","Kości Chaosu","60","2"
"3923"," Du Chaos"," Chaosfinder"," Trovacaos"," Chaossucher"," Искатель Хаоса"," Buscacaos"," Buscacaos","","","Poszukiwacz Chaosu","60","2"
"3924"," Balledémoniak"," Daemonball"," Pallademone"," Dämonenball"," Демонический Мяч"," Balondemoníaco"," Balondemoníaco","","","Demon Gry","60","2"
"3925"," Marcheursombre"," Darkwalker"," Loscofiguri"," Dunkelschritt"," Мрачный Бродяга"," Oscuridad"," Oscuridad","","","Mroczny Piechur","60","2"
"3926"," Morteface"," Deadface"," Facciamorta"," Totstirn"," Мертвое Лицо"," Rostromuerto"," Rostromuerto","","","Martwe Oblicze","60","2"
"3927"," Piedmourrant"," Dyingfeet"," Piémorente"," Faulfuß"," Шаги Смерти"," Piesagónicos"," Piesagónicos","","","Martwe Stopy","60","2"
"3928"," Pied-Rapide"," Fastfoot"," Piéveloce"," Flinkfuß"," Быстроногий"," Piesrápidos"," Piesrápidos","","","Szybka Stopa","60","2"
"3929"," Marteau-de-Feu"," Firehammer"," Fuochiforgi"," Feuerhammer"," Огненный Молот"," Martillollameante"," Martillollameante","","","Ognisty Młot","60","2"
"3951"," Main-d'or"," Goldhand"," Manidoro"," Goldhand"," Золотая Рука"," Manodorada"," Manodorada","","","Złota Dłoń","60","2"
"3952"," Poingfort"," Hardpunch"," Pugniduro"," Hartschlag"," Крепкий Кулак"," Pegafuerte"," Pegafuerte","","","Twardy Cios","60","2"
"3953"," Maltouche"," Harshtouch"," Tocchiforti"," Grobgriff"," Грубая Кожа"," Toqueviolento"," Toqueviolento","","","Szorstki Dotyk","60","2"
"3954"," Lourde-Rafale"," Heavyblaster"," Spaccaduro"," Schwerzünd"," Тяжелая Рука"," Rafagapotente"," Rafagapotente","","","Ciężki Miotacz","60","2"
"3955"," Coeurkreux"," Hollowheart"," Cuorscavato"," Hohlherz"," Пустое Сердце"," Corazonhueco"," Corazonhueco","","","Bez Serca","60","2"
"3956"," Têtechaude"," Hothead"," Testacalda"," Hitzkopf"," Горячая Голова"," Cabezacaliente"," Cabezacaliente","","","Wściekły Łeb","60","2"
"3957"," Dos-de-Fer"," Ironback"," Schieniferri"," Eisenbuckel"," Железная Спина"," Espaldadehierro"," Espaldadehierro","","","Żelazny Grzbiet","60","2"
"3958"," Légerkadavre"," Lightcorpse"," Corpipochi"," Leichtknochen"," Легкое Тело"," Cadaverligero"," Cadaverligero","","","Lekki Trup","60","2"
"3959"," Barbevivante"," Livingbeard"," Barbavivens"," Lebebart"," Живая Борода"," Barbaviva"," Barbaviva","","","Żywobrody","60","2"
"3960"," Languevivante"," Livingtongue"," Linguavivens"," Lebzunge"," Живой Язык"," Lenguaviva"," Lenguaviva","","","Żywy Język","60","2"
"3961"," Épine-de-Fer"," Metalspine"," Midolmetallo"," Eisendorn"," Стальной Хребет"," Columnametálica"," Columnametálica","","","Metalowy Grzbiet","60","2"
"3962"," Dentrapide"," Quicktooth"," Dentirapido"," Schnellzahn"," Быстрый Зуб"," Dienterápido"," Dienterápido","","","Szybkozębny","60","2"
"3963"," Oeilrouge"," Redeye"," Occhirosso"," Rotauge"," Красный Глаз"," Ojorojo"," Ojorojo","","","Czerwonooki","60","2"
"3964"," Ongle-Kailloux"," Rocknails"," Unghiroccia"," Steinkrall"," Каменные Ногти"," Uñasdepiedra"," Uñasdepiedra","","","Kamienny Szpon","60","2"
"3965"," Neztranchant"," Sharpnose"," Nasaffilato"," Scharfnase"," Острый Нос"," Narizafilada"," Narizafilada","","","Ostronosy","60","2"
"3966"," Épée-d'argent"," Silversword"," Spadargentea"," Silberschwert"," Серебряный Меч"," Espadaplateada"," Espadaplateada","","","Srebrny Miecz","60","2"
"3967"," Koupe-Langue"," Slicetongue"," Taglialingua"," Scharfzunge"," Резаный Язык"," Lenguacortada"," Lenguacortada","","","Cięty Jęzor","60","2"
"3968"," Fumée-de-Cheveux"," Smokeyhair"," Capelfumante"," Qualmhaar"," Дымящиеся Волосы"," Pelohumeante"," Pelohumeante","","","Smolistowłosy","60","2"
"3969"," Piedferme"," Solidstep"," Passicerto"," Starkschritt"," Твердая Поступь"," Pasofirme"," Pasofirme","","","Pewny Krok","60","2"
"3970"," Ceinture-Pik"," Spikeybelt"," Cinturspuntoni"," Stachelriem"," Шипастый Пояс"," Cintoespinoso"," Cintoespinoso","","","Kolczasty Pas","60","2"
"3971"," Poing-d'acier"," Steelfist"," Pugnacciaio"," Stahlfaust"," Стальной Кулак"," Puñodeacero"," Puñodeacero","","","Stalowa Pięść","60","2"
"3972"," Orteilkailloux"," Stonetoe"," Piépetroso"," Steinzeh"," Каменный Палец"," Piedepiedra"," Piedepiedra","","","Kamienny Palec","60","2"
"3973"," Lancéklair"," Thunderthrow"," Tuonlanciato"," Donnerwurf"," Взрывной Бросок"," Lanzatruenos"," Lanzatruenos","","","Gromomiot","60","2"
"3974"," Gorgenfer"," Tinthroat"," Goladilatta"," Eisengurgel"," Жестяная Глотка"," Gargantalata"," Gargantalata","","","Blaszane Gardło","60","2"
"3975","Ballracker ","Ballracker ","Ballracker ","Ballracker ","Сокрушитель","Sacudebalón ","Sacudebalón ","","","Dręczyciel","61","1"
"3976","Bukn","Bukn","Bukn","Bukn","Букн","Bukn","Bukn","","","Bukn","61","1"
"3977","Danark","Danark","Danark","Danark","Данарк","Danark","Danark","","","Danark","61","1"
"3978","Dnakus","Dnakus","Dnakus","Dnakus","Днакус","Dnakus","Dnakus","","","Dnakus","61","1"
"3979","Dokz","Dokz","Dokz","Dokz","Докз","Dokz","Dokz","","","Dokz","61","1"
"3980","Drobk","Drobk","Drobk","Drobk","Дробк","Drobk","Drobk","","","Drobk","61","1"
"3981","Dzugm","Dzugm","Dzugm","Dzugm","Дзугм","Dzugm","Dzugm","","","Dzugm","61","1"
"3982","Gdeb","Gdeb","Gdeb","Gdeb","Гдеб","Gdeb","Gdeb","","","Gdeb","61","1"
"3983","Gebz","Gebz","Gebz","Gebz","Гебз","Gebz","Gebz","","","Gebz","61","1"
"3984","Gkax","Gkax","Gkax","Gkax","Гкаш","Gkax","Gkax","","","Gkax","61","1"
"3985","Glob","Glob","Glob","Glob","Глоб","Glob","Glob","","","Glob","61","1"
"3986","Glor","Glor","Glor","Glor","Глор","Glor","Glor","","","Glor","61","1"
"3987","Gnash","Gnash","Gnash","Gnash","Гнаш","Gnash","Gnash","","","Gnash","61","1"
"3988","Godunk","Godunk","Godunk","Godunk","Годунк","Godunk","Godunk","","","Godunk","61","1"
"3989","Gox","Gox","Gox","Gox","Гош","Gox","Gox","","","Gox","61","1"
"3990","Gret","Gret","Gret","Gret","Грет","Gret","Gret","","","Gret","61","1"
"3991","Groag","Groag","Groag","Groag","Гроаг","Groag","Groag","","","Groag","61","1"
"3992","Hejami","Hejami","Hejami","Hejami","Хежами","Hejami","Hejami","","","Hejami","61","1"
"3993","Illbreth","Illbreth","Illbreth","Illbreth","Иллбрет","Illbreth","Illbreth","","","Illbreth","61","1"
"3994","Knut","Knut","Knut","Knut","Кнут","Knut","Knut","","","Knut","61","1"
"3995","Nedx","Nedx","Nedx","Nedx","Недш","Nedx","Nedx","","","Nedx","61","1"
"3996","Noll","Noll","Noll","Noll","Нолл","Noll","Noll","","","Noll","61","1"
"3997","Renogm","Renogm","Renogm","Renogm","Реногм","Renogm","Renogm","","","Renogm","61","1"
"3998","Rokabx","Rokabx","Rokabx","Rokabx","Рокабш","Rokabx","Rokabx","","","Rokabx","61","1"
"3999","Scarlip","Scarlip","Scarlip","Scarlip","Скарлип","Scarlip","Scarlip","","","Scarlip","61","1"
"4000","Seduzt","Seduzt","Seduzt","Seduzt","Седузт","Seduzt","Seduzt","","","Seduzt","61","1"
"4001","Smux","Smux","Smux","Smux","Смаш","Smux","Smux","","","Smux","61","1"
"4002","Thog","Thog","Thog","Thog","Тог","Thog","Thog","","","Thog","61","1"
"4003","Toxm","Toxm","Toxm","Toxm","Тошм","Toxm","Toxm","","","Toxm","61","1"
"4004","Txob","Txob","Txob","Txob","Тшоб","Txob","Txob","","","Txob","61","1"
"4005","Tycom","Tycom","Tycom","Tycom","Тиком","Tycom","Tycom","","","Tycom","61","1"
"4006","Xugb","Xugb","Xugb","Xugb","Зугб","Xugb","Xugb","","","Xugb","61","1"
"4007","Xust","Xust","Xust","Xust","Зуст","Xust","Xust","","","Xust","61","1"
"4008","Zden","Zden","Zden","Zden","Зден","Zden","Zden","","","Zden","61","1"
"4009","Zgox","Zgox","Zgox","Zgox","Згош","Zgox","Zgox","","","Zgox","61","1"
"4010","Zmarut","Zmarut","Zmarut","Zmarut","Змарут","Zmarut","Zmarut","","","Zmarut","61","1"
"4011"," le Sournois"," Backstabber"," Voltagabbane"," Meuchler"," Предатель"," Puñaladatrapera"," Puñaladatrapera","","","Zdrajca","61","2"
"4012"," le Rec'veur"," Ballcatcher"," Prendipalla"," Fänger"," Мячелов"," Capturabalones"," Capturabalones","","","Piłkołap","61","2"
"4013"," Manj'bal"," Balleater"," Mangiapalla"," Ballfresser"," Мячеед"," Tragabalones"," Tragabalones","","","Piłkojad","61","2"
"4014"," Gro'bras"," Bigarm"," Granbracci"," Langarm"," Большерукий"," Brazogrande"," Brazogrande","","","Wielkoręki","61","2"
"4015"," Dent'lame"," Bladetooth"," Dentaffilato"," Klingenzahn"," Острозуб"," Dienteafilado"," Dienteafilado","","","Ostrozęby","61","2"
"4016"," Attrape-Os"," Bonecatcher"," Prendiossa"," Knochenfänger"," Костохват"," Machacahuesos"," Machacahuesos","","","Kościołap","61","2"
"4017"," Briz-Os"," Bonesnapper"," Spaccaossa"," Knochenbrecher"," Костолом"," Partehuesos"," Partehuesos","","","Kościotrzask","61","2"
"4018"," Vold'Os"," Bonethief"," Ladriossa"," Knochendieb"," Костекрад"," Robahuesos"," Robahuesos","","","Kościokrad","61","2"
"4019"," Kass'cervo"," Brainbreaker"," Rompiteste"," Hirnschneider"," Мозголом"," Aplastacerebros"," Aplastacerebros","","","Mózgołam","61","2"
"4020"," Cervo-Puant"," Brainstink"," Puzzicervello"," Stinkhirn"," Мозговонь"," Cerebroapestoso"," Cerebroapestoso","","","Mozgocap","61","2"
"4021"," Argile-Maudit"," Claydamn"," Maledargilla"," Lehmfluch"," Глиногад"," Condenarcilla"," Condenarcilla","","","Tępa Glina","61","2"
"4022"," Bon-Voleur"," Cleaverthief"," Ladrimannaia"," Beilraub"," Топорокрад"," Ladronastuto"," Ladronastuto","","","Nożokrad","61","2"
"4023"," Sombre'vert"," Darkgreen"," Verdiscuri"," Dunkelgrün"," Темнозеленый"," Verdeoscuro"," Verdeoscuro","","","Ciemnozielony","61","2"
"4024"," Sombrekri"," Darkscreamer"," Oscururlo"," Dunkelschrei"," Темнокрик"," Gritoscuro"," Gritoscuro","","","Wrzaskun","61","2"
"4025"," Mauditête"," Doomhead"," Testifato"," Fluchkopf"," Смертоголовый"," Cabezacondena"," Cabezacondena","","","Straceniec","61","2"
"4026"," Redoutecoupe"," Dreadcut"," Timortaglio"," Angstschneid"," Страшнорез"," Corteaterrador"," Corteaterrador","","","Strasznotnij","61","2"
"4027"," Malballe"," Evilball"," Pallonmaligno"," Bösball"," Злобоглаз"," Balonmalvado"," Balonmalvado","","","Zły","61","2"
"4028"," Rapid'bash"," Fastbash"," Scattorapido"," Prescher"," Быстрорук"," Golperápido"," Golperápido","","","Szybkogrzmot","61","2"
"4029"," Bonne-Main"," Finehands"," Manipulite"," Flinkfinger"," Умелец"," Manosfinas"," Manosfinas","","","Drobnoręki","61","2"
"4030"," Trouv'krass"," Foulfinder"," Cercafalli"," Faulsäer"," Пытливый"," Buscafaltas"," Buscafaltas","","","Fałler","61","2"
"4031"," Fléo'fantôme"," Ghostbane"," Spazzafantasmi"," Geistfluch"," Духолов"," Pesadillaespectral"," Pesadillaespectral","","","Widmotruj","61","2"
"4032"," Grif'géantes"," Giantclaw"," Zampinorme"," Riesenklaue"," Большекоготь"," Garragigante"," Garragigante","","","Olbrzymi Szpon","61","2"
"4033"," Gob'géant"," Giantgob'"," Grandigob'"," Riesengob'"," Большой Шмат"," Bocagigante"," Bocagigante","","","Olbrzym","61","2"
"4034"," Ventrénorme"," Giantstomach"," Grandistomaco"," Riesenwanst"," Обжора"," Estomagogigante"," Estomagogigante","","","Olbrzymi Brzuch","61","2"
"4035"," Gro'pied"," Greatfoot"," Grandipié"," Großfuß"," Большеног"," Granpie"," Granpie","","","Wielka Stopa","61","2"
"4036"," Sang-Vert"," Greenblood"," Sanguiverde"," Grünblut"," Зеленокровый"," Sangreverde"," Sangreverde","","","Zielona Krew","61","2"
"4037"," Keur'vert"," Greenheart"," Cuoriverde"," Grünherz"," Зеленосердый"," Corazonverde"," Corazonverde","","","Zielone Serce","61","2"
"4038"," Trou'broyeur"," Holeshredder"," Aprivarchi"," Lochklaffer"," Дырокол"," Triturahuecos"," Triturahuecos","","","Gębostrzęp","61","2"
"4039"," Buveur-de-Fer"," Irondrinker"," Beviferro"," Eisentrinker"," Железный Выпивоха"," Bebehierro"," Bebehierro","","","Żelazopij","61","2"
"4040"," Petivert"," Littlegreen"," Verdolinio"," Kleingrün"," Малозеленый"," Pequeñoverde"," Pequeñoverde","","","Malec","61","2"
"4041"," le Stupide"," No'brains"," Scer'vell"," Kein'hirn"," Безмозглый"," Sincerebro"," Sincerebro","","","Bezmózg","61","2"
"4042"," Broie-Douleur"," Painshred"," Laceradolore"," Schmerzfetz"," Комок Боли"," Trituradolor"," Trituradolor","","","Bólostrzęp","61","2"
"4043"," Doigt-Crochu"," Sharpfinger"," Ditaffilate"," Scharffinger"," Остропалый"," Dedoafilado"," Dedoafilado","","","Ostry Palec","61","2"
"4044"," Gro'malade"," Sickfinder"," Trovamalanni"," Seuchensucher"," Ищейка"," Buscanenfermos"," Buscanenfermos","","","Chory","61","2"
"4045"," Oskailloux"," Stonebone"," Ossipetro"," Steinknochen"," Каменнокостный"," Huesopétreo"," Huesopétreo","","","Kamienna Kość","61","2"
"4046"," Kailloux-Fantôme"," Stoneghost"," Fantasmipetro"," Steingeist"," Каменный Призрак"," Fantasmapétreo"," Fantasmapétreo","","","Kamienne Widmo","61","2"
"4047","Bartak","Bartak","Bartak","Bartak","Бартак","Bartak","Bartak","","","Bartak","62","1"
"4048","Farral","Farral","Farral","Farral","Фаррал","Farral","Farral","","","Farral","62","1"
"4049","Frenzi-Kork","Frenzi-Kork","Frenzi-Kork","Frenzi-Kork","Френзи-Корк","Frenzi-Kork","Frenzi-Kork","","","Frenzi-Kork","62","1"
"4050","Horemheb","Horemheb","Horemheb","Horemheb","Хоремхеб","Horemheb","Horemheb","","","Horemheb","62","1"
"4051","Karnhage","Karnhage","Karnhage","Karnhage","Карнедж","Karnhage","Karnhage","","","Karnhage","62","1"
"4052","Khurath","Khurath","Khurath","Khurath","Хурат","Khurath","Khurath","","","Khurath","62","1"
"4053","Leodippos","Leodippos","Leodippos","Leodippos","Леодиппос","Leodippos","Leodippos","","","Leodippos","62","1"
"4054","Marnak","Marnak","Marnak","Marnak","Марнак","Marnak","Marnak","","","Marnak","62","1"
"4055","Pendraidos","Pendraidos","Pendraidos","Pendraidos","Пендрайдос","Pendraidos","Pendraidos","","","Pendraidos","62","1"
"4056","Rhagrakh","Rhagrakh","Rhagrakh","Rhagrakh","Раграх","Rhagrakh","Rhagrakh","","","Rhagrakh","62","1"
"4057","Shukh","Shukh","Shukh","Shukh","Шух","Shukh","Shukh","","","Shukh","62","1"
"4058","Tanefer","Tanefer","Tanefer","Tanefer","Танефер","Tanefer","Tanefer","","","Tanefer","62","1"
"4059","Tankhor","Tankhor","Tankhor","Tankhor","Танхор","Tankhor","Tankhor","","","Tankhor","62","1"
"4060","Urken","Urken","Urken","Urken","Уркен","Urken","Urken","","","Urken","62","1"
"4061","Utkal","Utkal","Utkal","Utkal","Уткал","Utkal","Utkal","","","Utkal","62","1"
"4062","Utkell","Utkell","Utkell","Utkell","Уткелл","Utkell","Utkell","","","Utkell","62","1"
"4063","Wargrahk","Wargrahk","Wargrahk","Wargrahk","Варграк","Wargrahk","Wargrahk","","","Wargrahk","62","1"
"4064"," Taureautank"," Bulltank"," Toriforme"," Bullentank"," Быкочан"," Tanquetoro"," Tanquetoro","","","Byczy Pijus","62","2"
"4065"," Piedbrûlé"," Burntfoot"," Piéigneo"," Brandfuß"," Гореног"," Pieardiente"," Pieardiente","","","Płonąca Stopa","62","2"
"4066"," Peaubrûlée"," Burntskin"," Pellignea"," Brandhaut"," Горекож"," Pielquemada"," Pielquemada","","","Płonąca Skóra","62","2"
"4067"," Sombrepoignard"," Darkstabber"," Pugnaloscuro"," Dunkelschlitzer"," Темнорез"," Puñaloscuro"," Puñaloscuro","","","Nożownik","62","2"
"4068"," Rapid'rafale"," Fastblaster"," Esplodirapido"," Schnellberster"," Быстробей"," Rafagaveloz"," Rafagaveloz","","","Szybkomiot","62","2"
"4069"," Rapid'jambes"," Fastlegs"," Gambilesto"," Schnellbein"," Быстроног"," Piernaveloz"," Piernaveloz","","","Szybkonogi","62","2"
"4070"," Blitzfeignant"," Lazyblitz"," Pigrerrimo"," Faulblitz"," Слегонца"," Cargaperezosa"," Cargaperezosa","","","Leniwiec","62","2"
"4071"," Jambrapide"," Quicklegs"," Gambirapido"," Spurtbein"," Длинноног"," Piernarápida"," Piernarápida","","","Prędkonogi","62","2"
"4072"," Dend'lapin"," Rabbitooth"," Denticoniglio"," Hasenzahn"," Зайцезуб"," Dienteconejo"," Dienteconejo","","","Króliczozębny","62","2"
"4073"," Rhead-Bull"," Rhead-Bull"," Toripazzo"," Rhed-Bull"," Быкоглаз","Toro Rhojo","Toro Rhojo","","","Buhaj","62","2"
"4074"," Taureaumou"," Rottenbull"," Torimarcio"," Rottenbulle"," Гнилобык"," Toropodrido"," Toropodrido","","","Parszywiec","62","2"
"4075"," Taureauslash"," Slashbull"," Squartatori"," Schlitzbulle"," Быкорез"," Torocortante"," Torocortante","","","Rębacz","62","2"
"4076"," Taureaufumé"," Smokeybull"," Torifumico"," Qualmbulle"," Ветчина"," Torohumeante"," Torohumeante","","","Zadymiarz","62","2"
"4077"," Orteilsolide"," Solidtoe"," Piésolido"," Starkzeh"," Твердопал"," Piesólido"," Piesólido","","","Twardy Palec","62","2"
"4078"," Grozorteil"," Thicktoe"," Piéspesso"," Dickzeh"," Толстопал"," Piegrueso"," Piegrueso","","","Gruby Palec","62","2"
"4079"," Infectaureau"," Vilebull"," Torivile"," Ekelbulle"," Сквернобык"," Torovil"," Torovil","","","Nikczemnik","62","2"
"4080"," Piedebois"," Woodenfoot"," Piélegno"," Holzfuß"," Протез"," Piedemadera"," Piedemadera","","","Drewniana Stopa","62","2"
"4081","Ghakkn","Ghakkn","Ghakkn","Ghakkn","Гаккн","Ghakkn","Ghakkn","","","Ghakkn","63","1"
"4082","Gorhakk","Gorhakk","Gorhakk","Gorhakk","Горакк","Gorhakk","Gorhakk","","","Gorhakk","63","1"
"4083","Gornhak","Gornhak","Gornhak","Gornhak","Горнак","Gornhak","Gornhak","","","Gornhak","63","1"
"4084","Graken","Graken","Graken","Graken","Гракен","Graken","Graken","","","Graken","63","1"
"4085","Grakhan","Grakhan","Grakhan","Grakhan","Грахан","Grakhan","Grakhan","","","Grakhan","63","1"
"4086","Granek","Granek","Granek","Granek","Гранек","Granek","Granek","","","Granek","63","1"
"4087","Ghakkn","Ghakkn","Ghakkn","Ghakkn","Гаккн","Ghakkn","Ghakkn","","","Ghakkn","63","1"
"4088","Harruk","Harruk","Harruk","Harruk","Харрук","Harruk","Harruk","","","Harruk","63","1"
"4089","Karkh","Karkh","Karkh","Karkh","Карх","Karkh","Karkh","","","Karkh","63","1"
"4090","M'arka","M'arka","M'arka","M'arka","М'арка","M'arka","M'arka","","","M'arka","63","1"
"4091","Marnak","Marnak","Marnak","Marnak","Марнак","Marnak","Marnak","","","Marnak","63","1"
"4092","Minorakk","Minorakk","Minorakk","Minorakk","Миноракк","Minorakk","Minorakk","","","Minorakk","63","1"
"4093","Thekarr","Thekarr","Thekarr","Thekarr","Текарр","Thekarr","Thekarr","","","Thekarr","63","1"
