"ID","English","French","Italian","German","Russian","Spanish","Czech","Hungarian","Polish"
"2200","Frishak Ballfinder","Frishak Trouveballon","Frishak Ballfinder","Frishak Ballfinder","Фришак Искатель Мяча","Frishak Buscabalones","","","Frishak Łapacz"
"2201","Lekta Surebounce","Lekta le Confiant","Lekta Surebounce","Lekta Sprungsicher","Лекта Верный Отскок","Lekta Boteseguro","","","Lekta Pewne Odbicie"
"2202","Glosh Da'Kika","Glosh Da'Kika","Glosh Da'Kika","Glosh Da'Kika","Глош Да'Кика","Glosh Da'Kika","","","Glosh Da'Kika"
"2203","Wormhat Stiffhands","Wormhat Mainrouillée","Wormhat Stiffhands","Wormhat Steifhand","Вормхат Цепкие Руки","Wormhat Manostiesas","","","Wormhat Sztywne Dłonie"
"2204","Narkha Killingtoe","Narkha Orteiltueur","Narkha Killingtoe","Narkha Meuchelzeh","Нарха Убийственный Палец","Narkha Pieasesino","","","Narkha Zabójczy Palec"
"2205","Khu'khan Fryingsmell","Khu'khan le Brûlé","Khu'khan Fryingsmell","Khu'khan Bratfett","Ху'хан Пахучий","Khu'khan Fritanga","","","Khu'khan Zapach Skwarek"
"2206","Ghalhad Metalscalp","Ghalhad le Scalpel","Ghalhad Metalscalp","Ghalhad Stahlskalp","Галхад Стальная Башка","Ghalhad Cabellerametálica","","","Ghalhad Metaloskalp"
"2207","Wardrakk Hollowface","Wardrakk Sanface","Wardrakk Hollowface","Wardrakk Hohlfratze","Вардракк Пустое Лицо","Wardrakk Carahueca","","","Wardrakk Zapadłe Oblicze"
"2208","Lharikk Tinfingers","Lharikk Doi'dur","Lharikk Tinfingers","Lharikk Eisenfinger","Ларикк Жестяные Пальцы","Lharikk Dedoslata","","","Lharikk Blaszany Palec"
"2209","Zhukkah Frozenhead","Zhukkah Tête-Gelée","Zhukkah Frozenhead","Zhukkah Frostkopf","Жукка Мороженая Голова","Zhukkah Cabezahelada","","","Zhukkah Mroźnogłowy"
"2210","Utkal Burntskin","Utkal Peaubrûlée","Utkal Burntskin","Utkal Brandhaut","Уткал Горекож","Utkal Pielquemada","","","Utkal Płonąca Skóra"
"2211","Tankhor Darkstabber","Tankhor le Poignard","Tankhor Darkstabber","Tankhor Dunkelmeuchler","Танхор Темнорез","Tankhor Puñaloscuro","","","Tankhor Nożownik"
"2212","Grakhan Thunderhorns","Grakhan Cornéclair","Grakhan Thunderhorns","Grakhan Donnerhorn","Грахан Громовые Рога","Grakhan Cuernoestruendoso","","","Grakhan Gromorogi"
"2213","Dogang Dirtybones","Dogang Salz'os","Dogang Dirtybones","Dogang Dreckknochen","Доганг Грязные Кости","Dogang Huesossucios","","","Dogang Nieczystokostny"
"2214","Mranha Foulhowl","Mranha le Vicieux","Mranha Foulhowl","Mranha Fauljaul","Мранья Дурной Вой","Mranha Alaridoinfecto","","","Mranha Złowyj"
"2215","Natkrak Foulyell","Natkrak Criterrible","Natkrak Foulyell","Natkrak Faulschrei","Наткрак Дурной Крик","Natkrak Gritoinfecto","","","Natkrak Plugawiec"
"2216","Nakrix Rothead","Nakrix Tête-Pourrie","Nakrix Rothead","Nakrix Faulkopf","Накриш Гнилая Башка","Nakrix Cabezapocha","","","Nakrix Gnijołeb"
"2217","Vratash Steeltooth","Vratash Dent'd'métal","Vratash Steeltooth","Vratash Stahlzahn","Враташ Стальной Зуб","Vratash Dientedeacero","","","Vratash Zębokrad"
"2218","Witkz the Smallrunner","Witkz le Coureur","Witkz the Smallrunner","Witkz der Kleinläufer","Виткз Маленький Бегун","Witkz el Corredorcito","","","Witkz, Mały Posłaniec"
"2219","Finth the Silent","Finth le Silencieux","Finth the Silent","Finth der Schweigsame","Финт Молчаливый","Finth el Silencioso","","","Finth, Cichy"
"2220","Kweutch Long Whiskers","Kweutch Longuemoustache","Kweutch Long Whiskers","Kweutch Langhaar","Квютч Длинные Усы","Kweutch Pelos Largos","","","Kweutch, Daleki Śmigacz"
"2221","Skavri Hornedball","Skavri Ballon-à-Cornes","Skavri Hornedball","Skavri Hornball","Скаври Рогатый Мяч","Skavri Bolaasta","","","Skavri, Piłkoróg"
"2222","Skeri the Ballrat","Skeri le Rat des Ballons","Skeri the Ballrat","Skeri Ballratte","Скери Крысиный Мяч","Skeri el Bolarrata","","","Skeri, Piłkoszczur"
"2223","Rirag the Spotted","Rirag la Tâche","Rirag the Spotted","Rirag der Gefleckte","Рираг Пятнистый","Rirag Lunares","","","Rirag, Plamisty"
"2224","Weekch Silverblitz","Weekch Blitz'd'argent","Weekch Silverblitz","Weekch Silberblitz","Викч Серебряная Молния","Weekch Cargaplateada","","","Weekch Srebrny Blitz"
"2225","Krost the Warptroll","Krost le Troll","Krost the Warptroll","Krost der Warptroll","Крост Тролль-Мутант","Krost Trolljorobado","","","Krost, Spaczeniowy Troll"
"2226","Litkx Greenskull","Litkx Crânevert","Litkx Greenskull","Litkx Grünschädel","Литкш Зеленый Череп","Litkx Cráneoverde","","","Litkx Zielonoczaszy"
"2227","Swatik Rotslay","Swatik le Tueurmoisi","Swatik Rotslay","Swatik Faulhacker","Сватик Гнилой Убийца","Swatik Asesinatopodrido","","","Swatik, Uśmiercacz"
"2228","Twibrik Madscream","Twibrik Crifou","Twibrik Madscream","Twibrik Irrschrei","Твибрик Безумный Крик","Twibrik Gritoloco","","","Twibrik Wściekłokrzyk"
"2229","Skwee the Smallscreamer","Skwee le Hurleur","Skwee the Smallscreamer","Skwee der Schreihals","Скви Маленький Крикун","Skwee Chilladorcito ","","","Skwee, Mały Wrzaskun"
"2230","Zatbang Sickdread ","Zatbang le Fatal","Zatbang Sickdread ","Zatbang Faulfurcht","Затбанг Жуткий Кошмар","Zatbang Terror ","","","Zatbang Chory Lęk"
"2231","Snizw Ironshade","Snizw Ombre'd'argent","Snizw Ironshade","Snizw Eisenschatten","Снизв Железная Тень","Snizw Sombradehierro","","","Snizw Żelaznocień"
"2232","Kwinitt Dreadstomach","Kwinitt Ventre-Mort","Kwinitt Dreadstomach","Kwinitt Furchtmagen","Квинитт Тяжкое Предчувствие","Kwinitt Estómagoterrorífico","","","Kwinitt Strasznobrzuch"
"2233","Lesuk Sickwhiskers","Lesuk Malmoustache","Lesuk Sickwhiskers","Lesuk Faulhaar","Лесук Бедные Усики","Lesuk Peloenfermo","","","Lesuk Śmigacz"
"2234","Deeyz Deepshade","Deeyz Ombreprofonde","Deeyz Deepshade","Deeyz Tiefschatten","Дийз Глубокая Тень","Deeyz Sombraprofunda","","","Deeyz Głęboki Cień"
"2235","Lukteh Quickthrow","Lukteh Lancevite","Lukteh Quickthrow","Lukteh Schnellwurf","Лукте Быстрый Бросок","Lukteh Lanzamientorrápido","","","Lukteh Prędkomiot"
"2236","Slinek the Longbomb","Slinek la Bombe","Slinek the Longbomb","Slinek der Bomber","Слинек Длинная Бомба","Slinek Bombalarga","","","Slinek, Daleka Bomba"
"2237","Wylutch the Deathbringer","Wylutch le Faucheur","Wylutch the Deathbringer","Wylutch der Todbringer","Вилутч Вестник Смерти","Wylutch el Acercamuerte","","","Wylutch, Morderca"
"2238","Thanit Horncrush","Thanit Ãcrase-Corne","Thanit Horncrush","Thanit Hornschmetterer","Танит Сломанный Рог","Thanit Aplastacuerno","","","Thanit Rogogniot"
"2239","Skritt Crushrat","Skritt Ãcrase-Rat","Skritt Crushrat","Skritt Malmratte","Скритт Крысодав","Skritt Machacarrata","","","Skritt Szczurogniot"
"2240","Bolshas Cutmouth","Bolshas Tranchebouche","Bolshas Cutmouth","Bolshas Schlitzmund","Большас Роторез","Bolshas Bocacortada","","","Bolshas Ustotnij"
"2241","Itbra Eatenguts","Itbra le Boyau","Itbra Eatenguts","Itbra Darmschlinger","Итбра Съеденные Кишки","Itbra Tripascomidas","","","Itbra Jelitojad"
"2242","Dogang Demonstink","Dogang le Puant","Dogang Demonstink","Dogang Stinkdämon","Доганг Вонь Демона","Dogang Hedordemoníaco","","","Dogang Diabłosmród"
"2244","Natkrak Foulshredder","Natkrak le Dépeceur","Natkrak Foulshredder","Natkrak Faulschnitzler","Наткрак Измельчитель","Natkrak Trituradora","","","Natkrak Złostrzęp"
"2245","Qwamuk Handrot","Qwamuk Mainpourrie","Qwamuk Handrot","Qwamuk Faulhand","Квамук Гнилая Рука","Qwamuk Manopocha","","","Qwamuk Rękognij"
"2246","Tolvich Scumbrain","Tolvich Pad'cerveau","Tolvich Scumbrain","Tolvich Dreckhirn","Толвич Бестолковый","Tolvich Cerebrosucio","","","Tolvich Mętny Umysł"
"2247","Finth Greatstand","Finth Piedferme","Finth Greatstand","Finth der Standhafte","Финт Верная Стойка","Finth Granpostura","","","Finth Wspaniała Trybuna"
"2249","Bilik Goblinstop","Bilik Stop'gobelin","Bilik Goblinstop","Bilik Goblinbremser","Билик Врата Гоблинов","Bilik Detienegoblins","","","Bilik Skończony Goblin"
"2250","Mintakh Quickpass","Mintakh Passéclair","Mintakh Quickpass","Mintakh Schnellpass","Минтах Быстрый Пас","Mintakh Paserrápido","","","Mintakh Prędkie Podanie"
"2251","Sneker Kindthrow","Sneker Joliepasse","Sneker Kindthrow","Sneker Liebwurf","Снекер Добрый Бросок","Sneker Lanzamientoamable","","","Sneker Typomiot"
"2252","Tsahj Thunderpunch","Tsahj Poindéclair","Tsahj Thunderpunch","Tsahj Donnerschlag","Тсаж Громовой Удар","Tsahj Puñotrueno","","","Tsahj Cios Gromu"
"2253","Kutx Red Eyes","Kutx Rougesang","Kutx Red Eyes","Kutx Rotauge","Кутш Красноглазый","Kutx Ojos Rojos","","","Kutx Czerwone Oczy"
"2255","Askri Stronghead","Askri Tête-de-Pierre","Askri Stronghead","Askri Starkkopf","Аскри Крепкая Башка","Askri Cabezafuerte","","","Askri Kamienna Głowa"
"2256","Natkrak Foulbone ","Natkrak Os'moqueurs","Natkrak Foulbone ","Natkrak Faulknochen","Наткрак Дурная Кость","Natkrak Huesoinfecto ","","","Natkrak Sprośnokost"
"2257","Mranha Ironbrain ","Mranha Cerveau'd'métal","Mranha Ironbrain ","Mranha Eisenhirn","Мранья Железный Мозг","Mranha Cerebrodehierro ","","","Mranha Żelazny Mózg"
"2258","Twekrik Screamstink  ","Twekrik le Puant","Twekrik Screamstink  ","Twekrik Stinkschrei","Твекрик Кричащая Вонь","Twekrik Gritohediondo","","","Twekrik Wrzaskosmród"
"2259","Vrixw the Fasteater ","Vrixw Mangevite","Vrixw the Fasteater ","Vrixw der Schnellesser","Вришв Быстроед","Vrixw Comerrápido ","","","Vrixw, Chyży"
"2260","Wolmat Undergob","Wolmat Gob'caché","Wolmat Undergob","Wolmat Untergob","Волмат Низкий Шмат","Wolmat Bocazas","","","Wolmat Podgoblin"
"2261","Zwilass Wormskull","Zwilass Ver-de-Crâne","Zwilass Wormskull","Zwilass Wurmschädel","Звиласс Червивый Череп","Zwilass Cráneogusano","","","Zwilass Robalogłowy"
"2262","Nitloop Fingerun","Nitloop Attrapedoigts","Nitloop Fingerun","Nitloop Fingerflitzer","Нитлуп Пальцебег","Nitloop Deditos","","","Nitloop Palcobieg"
"2263","Theik Ratline","Theik le Rat","Theik Ratline","Theik Rattensaum","Тейк Крысиная Линия","Theik Línearrata","","","Theik, Liniowy"
"2264","Mintakh Lustkill","Mintakh le Luxueux","Mintakh Lustkill","Mintakh Lusttöter","Минтах Жажда Крови","Mintakh Asesino","","","Mintakh Żądza Mordu"
"2265","Snalek the Passmaster","Snalek Maîtrepasse","Snalek the Passmaster","Snalek der Passmeister","Сналек Мастер Паса","Snalek Pasemaestro","","","Snalek, Mistrz Podań"
"2266","Jezzail Foulthrow","Jezzail Pov'lanceur","Jezzail Foulthrow","Jezzail Faulwurf","Жеззайл Дурной Бросок","Jezzail Lanzamientoinfecto","","","Jezzail Wstrętnomiot"
"2267","Thanit the Putrid","Thanit le Putride","Thanit the Putrid","Thanit der Faulige","Танит Вонючка","Thanit el Putrefacto","","","Thanit Wstrętny"
"2268","Skrytka Speedpunch","Skrytka PoingdÃclair","Skrytka Speedpunch","Skrytka Blitzschlag","Скрытка Быстрый Удар","Skrytka Puñorrápido","","","Skrytka Szybki Cios"
"2269","Kroani the Slayer","Kroani l'Ãgorgeur","Kroani the Slayer","Kroani der Schlächter","Кроани Душегуб","Kroani el Asesino","","","Kroani, Zabójca"
"2270","Litkx Dirtybones","Litkx Salz'os","Litkx Dirtybones","Litkx Dreckknochen","Литкш Грязные Кости","Litkx Huesossucios","","","Litkx Nieczystokostny"
"2271","Nakrix Ironshade","Nakrix Ombrenoire","Nakrix Ironshade","Nakrix Eisenschatten","Накриш Железная Тень","Nakrix Sombradehierro","","","Nakrix Żelaznocień"
"2272","Morbaag Sickdread ","Morbaag le Fatal","Morbaag Sickdread ","Morbaag Faulfurcht","Морбааг Жуткий Кошмар","Morbaag Terror ","","","Morbaag Chory Lęk"
"2273","Weetra Foulhowl","Weetra Sal'cri","Weetra Foulhowl","Weetra Fauljaul","Витра Дурной Вой","Weetra Alaridoinfecto","","","Weetra  Złowyj"
"2274","Pwimut Fingerun","Pwimut Mangedoigts","Pwimut Fingerun","Pwimut Fingerflitzer","Пвимут Пальцебег","Pwimut Deditos","","","Pwimut Palcobieg"
"2275","Qwamuk Eatenguts","Qwamuk Sans'boyaux","Qwamuk Eatenguts","Qwamuk Darmschlinger","Квамук Съеденные Кишки","Qwamuk Tripascomidas","","","Qwamuk Jelitojad"
"2276","Sness Ironbrain","Sness Cerveau'd'Argent","Sness Ironbrain","Sness Eisenhirn","Снесс Железный Мозг","Sness Cerebrodehierro","","","Sness Żelazny Mózg"
"2277","Wylek the Ballstealer","Wylek le Voleur","Wylek the Ballstealer","Wylek der Ballräuber","Вилек Похититель Мячей","Wylek Robabalones","","","Wylek, Piłkokrad"
"2278","Snilak the Ironwall","Snilak le Mur'd'Argent","Snilak the Ironwall","Snilak der Eisenwall","Снилак Железная Стена","Snilak Murodehierro","","","Snilak, Żelazna Ściana"
"2279","Theik the Throwrat","Theik le Lance-Rat","Theik the Throwrat","Theik die Wurfratte","Тейк Бросковая Крыса","Theik Lanzarratas","","","Theik, Szczuromiot"
"2280","Lorax Feardball","Lorax Terribleballon","Lorax Feardball","Lorax Angstball","Лораш Страхомяч","Lorax Miedobola","","","Lorax Piłkostrach"
"2281","Skritt Horncrush","Skritt Ãcrase-Cornes","Skritt Horncrush","Skritt Hornschmetterer","Скритт Сломанный Рог","Skritt Aplastacuerno","","","Skritt Rogogniot"
"2282","Tsahj the Blitztaker","Tsahj le Blitzeur","Tsahj the Blitztaker","Tsahj der Blitzer","Тсаж Контратака","Tsahj Cazabombas","","","Tsahj, Blitzer"
"2283","Zulrat the Warped","Zulrat l'Atteint","Zulrat the Warped","Zulrat Warprich","Зулрат Мутант","Zulrat el Deforme","","","Zulrat, Spaczony"
"2285","Zwilass Foulbone","Zwilass Mauvaiz'os","Zwilass Foulbone","Zwilass Faulknochen","Звиласс Дурная Кость","Zwilass Huesoinfecto","","","Zwilass Sprośnokost"
"2286","Skwee Demonstink","Skwee Senl'Démon","Skwee Demonstink","Skwee Stinkdämon","Скви Вонь Демона","Skwee Hedordemoníaco","","","Skwee Diabłosmród"
"2287","Snizw Handrot","Snizw Mainpourrie","Snizw Handrot","Snizw Faulhand","Снизв Гнилая Рука","Snizw Manopocha","","","Snizw Rękognij"
"2288","Tolvich the Smallrunner","Tolvich le Coureur","Tolvich the Smallrunner","Tolvich der Kleinläufer","Толвич Маленький Бегун","Tolvich el Corredorcito","","","Tolvich, Mały Posłaniec"
"2289","Zatbang Madscream","Zatbang Crifou","Zatbang Madscream","Zatbang Irrschrei","Затбанг Безумный Крик","Zatbang Gritoloco","","","Zatbang Wściekłokrzyk"
"2290","Nitloop Ironbrain","Nitloop Cerveau'd'argent","Nitloop Ironbrain","Nitloop Eisenhirn","Нитлуп Железный Мозг","Nitloop Cerebrodehierro","","","Nitloop Żelazny Mózg"
"2291","Kwinitt Eatenguts","Kwinitt Sans'boyaux","Kwinitt Eatenguts","Kwinitt Darmschlinger","Квинитт Съеденные Кишки","Kwinitt Tripascomidas","","","Kwinitt Jelitojad"
"2292","Vorek the Rat ","Vorek le Rat","Vorek the Rat ","Vorek die Ratte","Ворек Крыса","Vorek la Rata ","","","Vorek, Szczur"
"2293","Likyk the Wall","Likyk le Mur","Likyk the Wall","Likyk der Wall","Ликык Стена","Likyk el Muro","","","Likyk, Ściana"
"2294","Likyn Foulball","Likyn Povballon","Likyn Foulball","Likyn Faulball","Ликын Скверный Мяч","Likyn Bolahedionda","","","Likyn Cuchnąca Piłka"
"2295","Skenra the Ballcutter","Skenra Tranch'ballon","Skenra the Ballcutter","Skenra Ballschlitzer","Скенра Мячерез","Skenra Cortabolas","","","Skenra, Piłkotnij"
"2296","Thanit the Hook","Thanit le Crochet","Thanit the Hook","Thanit der Haken","Танит Крюк","Thanit el Gancho","","","Thanit, Haczyk"
"2297","Snakz the Claw","Snakz la Griffe","Snakz the Claw","Snakz die Klaue","Снакз Коготь","Snakz la Garra","","","Snakz, Szpon"
"2298","Strank the Wartoll","Strank le Troll Guerrier","Strank the Wartoll","Strank der Kriegsglöckner","Странк Боевые Потери","Strank Tañidodeguerra","","","Strank, Wojenny Dzwon"
"2299","Twibrik Foulyell","Twibrik Crivicieux","Twibrik Foulyell","Twibrik Faulschrei","Твибрик Дурной Крик","Twibrik Gritoinfecto","","","Twibrik Plugawiec"
"2300","Wolmat Wormskull","Wolmat Ver-de-Crâne","Wolmat Wormskull","Wolmat Wurmschädel","Волмат Червивый Череп","Wolmat Craneogusano","","","Wolmat Robalogłowy"
"2301","Vrixw the Bonecleaner","Vrixw Lav'os","Vrixw the Bonecleaner","Vrixw der Knochenkehrer","Вришв Костечист","Vrixw el Limpiahuesos","","","Vrixw Obżeracz Kości"
"2302","Twekrik Sickdread ","Twekrik le Malade","Twekrik Sickdread ","Twekrik Faulfurcht","Твекрик Жуткий Кошмар","Twekrik Terror ","","","Twekrik Chory Lęk"
"2303","Swatik Rothead","Twekrik Têtepourrie","Swatik Rothead","Swatik Faulkopf","Сватик Гнилая Башка","Swatik Cabezapocha","","","Swatik Gnijołeb"
"2304","Itbra Dreadstomach","Itbra Ventremaudit","Itbra Dreadstomach","Itbra Furchtmagen","Итбра Тяжкое Предчувствие","Itbra Estómagoterrorífico","","","Itbra Strasznobrzuch"
"2305","Kwinitt Foulhowl","Kwinitt Crivicieux","Kwinitt Foulhowl","Kwinitt Fauljaul","Квинитт Дурной Вой","Kwinitt Alaridoinfecto","","","Kwinitt Złowyj"
"2306","Itbra Dirtybones","Itbra Salz'os","Itbra Dirtybones","Itbra Dreckknochen","Итбра Грязные Кости","Itbra Huesossucios","","","Itbra Nieczystokostny"
"2307","Swatik Cutmouth","Swatik Tranchebouche","Swatik Cutmouth","Swatik Schlitzmund","Сватик Роторез","Swatik Bocacortada","","","Swatik Ustotnij"
